Windows/Linux/C/C++/Java/Web/PHP/CGI/MySQL
PHP/API
Equipment/Automation/System/Maintenance/Engineering/Data/Collection/and/Analyzing/Improve/automation/system/operating/reliability/with/customers/Familiar/with/LAN/Protocol/schema/is/a/plus/Communication/skills/are/required/English/capability/in/reading/writing/and/speaking/CIM/MES
JAVA/MS/WINDOWS/MS/SQL/Server
Core/technology/development/which/involves/techniques/including/multi/threading/memory/management/DLL/COM/ActiveX/control/DotNet/image/video/manipulations/client/server/socket/programming/and/database/programming/GUI/design/am/pm
iOS/APP/Web/API/UX/UI/APP/iOS/Swift/Git/iOS/Web/API/iOS/APNS/Apple/Push/Notification/Service/G/Internet/WEB/APP/EC/ASP/.NET/C#/WEB/API/MS/SQL/HTML/JavaScript/jQuery/MVC/iOS/Swift/Android/APP/web/iPhone/Android

SOP
PC/MIS

Cloud/Video/Surveillance/Software/Testing/and/Integration/Cloud/Video/Analytics/Appliance/Installation/and/Configuration/Customer/Project/and/Technical/Support
Word/Excel/PowerPoint/MIS/FAE
ERP/WMS/ERP/Java/.net/c#/Tiptop/ERP
IOT
MIS/ERP/ERP/erp/MIS/MIS


MES/MIS
Responsible/for/development/of/intelligent/integrated/manufacutring/and/engineering/systems/to/realize/world/leading/intelligent/manufacturing/for/TSMC/Responsible/for/development/of/quantum/jump/manufacutring/technology/to/enable/paradigm/manufacturing/excellence
Develop/optimization/and/machine/learning/engine/to/realize/tsmc/world/leading/manufacturing/and/engineering/systems/Research/fundamental/methodologies/or/theories/like/mathematical/programming/metaheuristic/algorithms/machine/learning/algorithms/statistics/and/big/data/for/quantum/jump/of/tsmc/manufacturing/system
HelpDesk


IT/FAE
Windows/Linux/C
MES/label/MES/MIS
APP/Android/APP/iOS/Android/Java/PHP/JavaScript/MySQL/Android/PHP/JavaScript/CSS/HTML/MySQL/Server/Web/Service/API/iOS/Android/cloud/F

PLC/PLC
Manage/File/Transfer/System/between/office/and/stores/Monitor/Store/Inventory/System/between/office/and/stores/Support/Store/system/in/store/operations/Responsible/for/store/system/maintain/development/Assist/to/store/projects/MIS

Java/io/mysql/J/EE/Java/Web/Key/Value/Web/AM/PM
AM/PM
sop/KEY/IN
C#
C#
AM/PM/FM


C++/C#/Android/APP/iOS/APP
MIS
MIS
C++/C#/Android/APP/iOS/APP/C
EXCEL
PLC/SCADA/PLC

C
API
OA/IT
JAVA/C++/structs/JAVAFX/framework/NetBeans/SceneBuilder
Windows/Server/OA

LTE/G/G/LTE/B/G/G/model/link/level/simulation/C/programming/Chanel/model/and/RF/know/how/FPGA/RF
MIS

MIS
Call/Center
POC/SOP
Windows/AD/WinServer/PowerShell/Windows/OS/IIS/Log/MS/SQL/MIS
PO
PHP/ASP/.NET/HTML/C++/C#
WEB/iOS/Andriod




API
Ruby/on/Rails/API
VMWare/SDN/NFV/IoT/Wireless/LTE/MTC/GPP
Java/programming/J/EE/Struts/Servlet/JDBC/Jersey/Web/programming/HTML/CSS/Javascript/JQuery/JSP/Ajax/DB/MySQL/PostgreSQL/Networking/SNMP/TR/Fixed/Wire/Wireless/Networking/Management/Windows/or/Linusx
Windows

java/Web/ASP/.Net/API/APP/MIS
OpenStack/OpenStack/Open/Source
APP
MES/APS/M/M/IOT/Big/Data/Web/App/MIS


DSP/MIS

Hadoop/Spark/Storm/etc/PaaS
Web/Web/PHP/.NET/API/JSON/XML/Web/Web
VR/VR/Andriod/Day/Dream
VR/VR/VR


ISO/ISO/MIS



G/F




API


MIS
Embedded

IoT
Open/Source
IoT
C#
html/asp
C#/MS/SQL



D/Android

Open/Source/UI/HTML/Javascript

ASP/.NET/VB/.NET/T/SQL/Access/VBA
Alibaba
LabView/PLC/Intel/AMD/Texas/Instruments/IC
PChome
line
DIV+/CSS/jquery/Ajax/javascript/IE/Firefox/Chrome/ASP/ASP/.net/PHP/Angular/react/makati
Planning/exploratory/testing/defect/reporting/and/troubleshooting/Collaborating/with/Software/Engineers/to/continuously/improve/the/testability/and/robustness/of/the/codebase/Recommend/process/improvements/ideas/to/the/QA/Development/Product/Teams/A/RF

Create/maintain/and/manage/software/test/cases/Define/test/plan/and/test/schedule/Execute/test/cases/Report/software/issues/on/the/bug/tracking/system/Perform/analysis/of/issues/Work/with/the/engineering/team/to/validate/and/resolve/the/issues/Monitor/coordinate/report/and/follow/up/quality/status/during/the/development/and/production/stages/Serve/and/co/work/with/customers/engineers/contact/and/communication/with/customers/suppliers/FAE
Familiar/with/linux/embedded/product/Including/WiFi/Router/Wi/Fi/AP/and/gateway/Experienced/in/Linux/C/programming/and/debugging/techniques/TCP/IP/network/programming/Familiar/with/Android/HAL/product/developing/and/programming/experiences/Embedded/System/function/WiFi/DDR/Flash/Bootloader/Ethernet/switch/driver/development/Develop/layer/function/WAN/LAN/function/firewall/IPSec/VoIP/Wi/Fi/security/QoS/TR/Web/HTTP/JavaScript/AngularJS/Experienced/in/version/control/systems/ex/svn/git/Familiar/with/Makefile/Automake/is/a/plus/Familiar/with/OpenWRT/is/a/plus/Co/work/with/the/hardware/engineer/to/verify/the/USB/WiFi/BT/BLE/LoRa/Z/wave/SPI/UART/I/C/GPIO/and/other/peripherals/Co/work/with/chipset/vendors/rd/party/company/or/other/internal/departments/to/deliver/the/specific/software/features
IT/SI
A/MIS
MES/efab/Tool/Control/System/CIM/MES
Oracle/SQL/Linux/ERP/TIPTOP/GP/Crystal/Report/Easy/Flow/GP/SERVER/MIS
FB
writer/process


Key/Responsibilities/Work/independently/and/as/a/team/member/Develop/test/documentation/and/test/cases/based/on/formal/requirements/as/well/as/informal/communicationwith/developers/and/product/managers/Develop/execute/and/maintain/manual/and/automated/test/scripts/Identify/and/report/defects/by/applying/structured/test/methodologies
PYTHON/LINUX/APP
